qubits,repeat,seed,accuracy,precision,recall,f1_score,mse,auc_roc_attack,far_benign,far_attack,md_benign,md_attack,val_best_accuracy,epochs_trained,n_features_selected,qpso_time_sec,training_time_sec,inference_time_sec,total_time_sec,memory_mb
1,0,1042,0.9281606800566714,0.9304553682660192,0.9281606800566714,0.9280650478710273,0.05726081132888794,0.9717990915152526,0.10833333333333153,0.035339223203866725,0.035339223203866725,0.10833333333333153,0.927237868309021,24,40,120.61344623565674,1936.9244139194489,10.449464797973633,2073.3572652339935,24.841925621032715
1,1,1043,0.9637469789149096,0.9637593763783259,0.9637469789149096,0.963746744740324,0.027485892176628113,0.9928134966938934,0.038833333333332685,0.033672278713118294,0.033672278713118294,0.038833333333332685,0.968244731426239,28,40,39.485456705093384,2804.013461112976,16.4653217792511,2862.1627702713013,24.83899211883545
1,2,1044,0.9329944162013502,0.9345769091621898,0.9329944162013502,0.9329335424670678,0.05329325795173645,0.9755518141912541,0.09716666666666504,0.03683947324554031,0.03683947324554031,0.09716666666666504,0.9300716519355774,17,40,109.92262625694275,1755.0662178993225,3.6715996265411377,1874.8163113594055,24.83887004852295
1,3,1045,0.9487457288107343,0.9498183871498069,0.9487457288107343,0.9487150445465292,0.03928873687982559,0.9858838973162195,0.026833333333332886,0.07567927987997873,0.07567927987997873,0.026833333333332886,0.9512418508529663,35,40,18.486964225769043,2666.416675567627,12.589826583862305,2698.467033147812,24.837897300720215
1,4,1046,0.9497458121510126,0.9498238620926083,0.9497458121510126,0.9497436612412116,0.039302997291088104,0.9864207090070565,0.05683333333333238,0.043673945657608876,0.043673945657608876,0.05683333333333238,0.959993302822113,35,40,78.83550500869751,3679.4986045360565,20.792024612426758,3783.379163980484,24.837556838989258
2,0,2042,0.9539128260688391,0.9540173380717394,0.9539128260688391,0.9539102042763987,0.034625329077243805,0.9881613046618882,0.05366666666666577,0.03850641773628874,0.03850641773628874,0.05366666666666577,0.9530755281448364,35,40,83.02891540527344,3490.674186229706,12.20041036605835,3590.09010386467,24.83873748779297
2,1,2043,0.9650804233686141,0.9651921595918587,0.9650804233686141,0.9650783029758222,0.025953825563192368,0.993953339445463,0.027166666666666214,0.04267377896315982,0.04267377896315982,0.027166666666666214,0.9636605978012085,35,40,79.51710796356201,3652.2493715286255,20.761718273162842,3756.642523288727,24.83765411376953
2,2,2044,0.952496041336778,0.952520409940671,0.952496041336778,0.9524954170754885,0.03577570244669914,0.9882210507306773,0.05116666666666581,0.04384064010668372,0.04384064010668372,0.05116666666666581,0.9522420167922974,35,40,71.74204587936401,3422.337264060974,8.65987253189087,3506.8204865455627,24.83843231201172
2,3,2045,0.9593299441620134,0.9597529377809726,0.9593299441620134,0.9593205337601738,0.029737066477537155,0.9922177862977163,0.025499999999999575,0.055842640440072415,0.055842640440072415,0.025499999999999575,0.9610768556594849,35,40,75.04902076721191,3845.079958677292,12.129689693450928,3936.2013127803802,24.837526321411133
2,4,2046,0.9539128260688391,0.9544329726519255,0.9539128260688391,0.9538995661237131,0.03337370604276657,0.9916175890426182,0.02916666666666618,0.06301050175029066,0.06301050175029066,0.02916666666666618,0.9565761089324951,31,40,74.81877017021179,3235.107912302017,8.972291707992554,3322.8263142108917,24.838335037231445
3,0,3042,0.9526627218934911,0.9527174665389103,0.9526627218934911,0.9526612679569388,0.03468962758779526,0.9902531533033284,0.04183333333333263,0.05284214035672524,0.05284214035672524,0.04183333333333263,0.9532421827316284,35,40,68.23226928710938,3798.1515974998474,11.825597286224365,3882.18062376976,24.837459564208984
3,1,3043,0.9541628469039086,0.9542083134348572,0.9541628469039086,0.9541617198588174,0.036693740636110306,0.9836813496693894,0.05083333333333249,0.040840140023336545,0.040840140023336545,0.05083333333333249,0.9515752792358398,35,40,68.04793930053711,3563.077312707901,11.798968315124512,3646.757016181946,24.83765411376953
3,2,3044,0.9495791315942995,0.9496780276528134,0.9495791315942995,0.9495763263081689,0.03456633538007736,0.9916109490470635,0.04299999999999928,0.05784297382897053,0.05784297382897053,0.04299999999999928,0.9470745325088501,35,40,71.74852728843689,3423.2859287261963,11.525803804397583,3510.467098712921,24.837410926818848
3,3,3045,0.9487457288107343,0.948746732251589,0.9487457288107343,0.9487456967714528,0.03848399966955185,0.9863523781741401,0.05049999999999916,0.05200866811135103,0.05200866811135103,0.05049999999999916,0.949324905872345,35,40,67.06926250457764,3681.4803714752197,20.807860612869263,3773.0363190174103,24.838529586791992
3,4,3046,0.9621635136261355,0.9621686391802089,0.9621635136261355,0.9621634032509838,0.027700478211045265,0.9896905456464966,0.03616666666666606,0.0395065844307378,0.0395065844307378,0.03616666666666606,0.9643273949623108,35,40,71.4177360534668,3522.064566373825,20.740429162979126,3617.834269762039,24.83843231201172
4,0,4042,0.9533294441203434,0.9533407600887054,0.9533294441203434,0.9533291426540825,0.035524025559425354,0.9872521253542257,0.04416666666666593,0.049174862477078696,0.049174862477078696,0.04416666666666593,0.9549924731254578,32,40,65.1299500465393,3145.3659977912903,20.786223888397217,3234.7109065055847,24.83857536315918
4,1,4043,0.9497458121510126,0.9497667886643462,0.9497458121510126,0.9497452110871467,0.038765888661146164,0.986694324054009,0.046833333333332554,0.05367561260209946,0.05367561260209946,0.046833333333332554,0.9526587724685669,35,40,67.42846012115479,3590.625555038452,8.233599424362183,3670.4650111198425,24.83809185028076
4,2,4044,0.9252437703141928,0.9273476954811909,0.9252437703141928,0.9251514091621293,0.059054553508758545,0.9716595682613769,0.039666666666666,0.10985164194032156,0.10985164194032156,0.039666666666666,0.9259043335914612,35,40,66.83930802345276,3538.467947244644,11.202172756195068,3620.1221346855164,24.83794593811035
